lsoa_code,urban_rural
E01026609,Rural
E01026610,Urban
E01026611,Urban
E01026612,Urban
E01026613,Rural
E01026614,Rural
E01026615,Rural
E01026616,Rural
E01026617,Urban
E01026618,Urban
E01026619,Urban
E01026620,Urban
E01026621,Urban
E01026622,Urban
E01026623,Urban
E01026624,Urban
E01026625,Urban
E01026626,Urban
E01026627,Rural
E01026628,Rural
E01026629,Rural
E01026630,Urban
E01026631,Urban
E01026632,Urban
E01026633,Urban
E01026634,Urban
E01026635,Urban
E01026636,Rural
E01026637,Rural
E01026638,Rural
E01026639,Urban
E01026640,Urban
E01026641,Urban
E01026642,Rural
E01026643,Rural
E01026644,Rural
E01026645,Rural
E01026646,Rural
E01026647,Rural
E01026648,Rural
E01026649,Rural
E01026650,Rural
E01026651,Rural
E01026652,Rural
E01026653,Rural
E01026654,Rural
E01026655,Rural
E01026656,Rural
E01026659,Rural
E01026660,Urban
E01026661,Urban
E01026662,Urban
E01026663,Urban
E01026664,Urban
E01026665,Rural
E01026666,Urban
E01026667,Urban
E01026668,Urban
E01026669,Urban
E01026670,Urban
E01026671,Urban
E01026672,Urban
E01026673,Urban
E01026674,Rural
E01026675,Rural
E01026676,Rural
E01026677,Rural
E01026678,Rural
E01026679,Rural
E01026680,Rural
E01026681,Rural
E01026682,Rural
E01026683,Rural
E01026684,Rural
E01026685,Urban
E01026686,Urban
E01026687,Urban
E01026688,Urban
E01026689,Urban
E01026690,Urban
E01026691,Urban
E01026692,Urban
E01026693,Urban
E01026694,Rural
E01026695,Rural
E01026696,Rural
E01026697,Rural
E01026698,Urban
E01026699,Urban
E01026700,Urban
E01026701,Rural
E01026702,Rural
E01026703,Rural
E01026704,Urban
E01026705,Urban
E01026706,Urban
E01026707,Urban
E01026708,Urban
E01026709,Urban
E01026710,Urban
E01026711,Rural
E01026712,Rural
E01026713,Rural
E01026714,Urban
E01026715,Rural
E01026716,Rural
E01026717,Rural
E01026718,Rural
E01026719,Rural
E01026720,Rural
E01026721,Rural
E01026722,Rural
E01026723,Rural
E01026724,Rural
E01026725,Rural
E01026726,Rural
E01026727,Rural
E01026728,Rural
E01026729,Rural
E01026730,Rural
E01026731,Rural
E01026732,Rural
E01026733,Rural
E01026734,Rural
E01026735,Rural
E01026736,Rural
E01026737,Rural
E01026738,Rural
E01026739,Rural
E01026740,Rural
E01026741,Rural
E01026742,Rural
E01026743,Rural
E01026744,Rural
E01026745,Rural
E01026746,Rural
E01026747,Rural
E01026748,Rural
E01026749,Rural
E01026750,Rural
E01026751,Rural
E01026752,Rural
E01026753,Urban
E01026754,Urban
E01026755,Urban
E01026756,Urban
E01026757,Urban
E01026758,Urban
E01026759,Urban
E01026760,Urban
E01026761,Urban
E01026762,Rural
E01026763,Rural
E01026764,Rural
E01026765,Rural
E01026766,Rural
E01026767,Rural
E01026768,Rural
E01026769,Rural
E01026770,Rural
E01026771,Rural
E01026772,Rural
E01026773,Rural
E01026774,Rural
E01026775,Rural
E01026776,Rural
E01026777,Rural
E01026778,Rural
E01026779,Rural
E01026780,Rural
E01026781,Rural
E01026782,Rural
E01026783,Rural
E01026784,Rural
E01026785,Rural
E01026786,Rural
E01026787,Rural
E01026788,Rural
E01026789,Rural
E01026790,Rural
E01026791,Urban
E01026792,Urban
E01026793,Urban
E01026794,Urban
E01026796,Urban
E01026797,Urban
E01026798,Urban
E01026799,Urban
E01026800,Urban
E01026801,Urban
E01026802,Urban
E01026803,Urban
E01026804,Urban
E01026805,Urban
E01026806,Urban
E01026807,Urban
E01026808,Urban
E01026809,Urban
E01026810,Urban
E01026811,Urban
E01026812,Urban
E01026813,Urban
E01026814,Urban
E01026815,Urban
E01026816,Urban
E01026817,Urban
E01026818,Urban
E01026819,Urban
E01026820,Urban
E01026821,Urban
E01026822,Urban
E01026823,Urban
E01026824,Urban
E01026825,Urban
E01026826,Urban
E01026827,Urban
E01026828,Urban
E01026829,Urban
E01026830,Urban
E01026831,Urban
E01026832,Urban
E01026833,Urban
E01026834,Urban
E01026835,Urban
E01026836,Urban
E01026837,Urban
E01026838,Urban
E01026839,Urban
E01026840,Urban
E01026841,Urban
E01026842,Urban
E01026843,Urban
E01026844,Urban
E01026845,Urban
E01026846,Urban
E01026848,Urban
E01026849,Urban
E01026850,Urban
E01026852,Urban
E01026853,Urban
E01026855,Urban
E01026856,Urban
E01026857,Urban
E01026858,Urban
E01026859,Urban
E01026860,Urban
E01026861,Urban
E01026862,Urban
E01026863,Urban
E01026864,Urban
E01026865,Urban
E01026866,Urban
E01026867,Urban
E01026868,Urban
E01026869,Urban
E01026870,Urban
E01026871,Urban
E01026872,Rural
E01026873,Rural
E01026874,Rural
E01026875,Rural
E01026876,Rural
E01026877,Rural
E01026878,Rural
E01026879,Rural
E01026880,Rural
E01026881,Urban
E01026882,Urban
E01026883,Rural
E01026884,Urban
E01026885,Urban
E01026886,Rural
E01026887,Rural
E01026888,Urban
E01026889,Urban
E01026891,Urban
E01026892,Rural
E01026893,Rural
E01026894,Rural
E01026895,Rural
E01026896,Rural
E01026897,Rural
E01026898,Rural
E01026899,Rural
E01026900,Rural
E01026901,Rural
E01026902,Rural
E01026903,Rural
E01026904,Rural
E01026905,Rural
E01026906,Rural
E01026907,Rural
E01026908,Rural
E01026909,Rural
E01026910,Rural
E01026911,Rural
E01026912,Rural
E01026913,Rural
E01026914,Rural
E01026915,Rural
E01026916,Urban
E01026917,Urban
E01026918,Urban
E01026919,Rural
E01026920,Rural
E01026921,Urban
E01026922,Urban
E01026924,Urban
E01026925,Urban
E01026926,Rural
E01026927,Rural
E01026928,Rural
E01026929,Rural
E01026930,Rural
E01026931,Urban
E01026932,Urban
E01026933,Urban
E01026934,Rural
E01026935,Rural
E01026936,Rural
E01026937,Rural
E01026938,Rural
E01026939,Rural
E01026940,Rural
E01026941,Rural
E01026942,Rural
E01026943,Rural
E01026944,Rural
E01026945,Urban
E01026946,Urban
E01026947,Rural
E01026948,Rural
E01026949,Urban
E01026950,Urban
E01026951,Urban
E01026952,Urban
E01026953,Urban
E01026954,Urban
E01026955,Urban
E01026956,Urban
E01026957,Urban
E01026958,Urban
E01026959,Urban
E01026960,Urban
E01026961,Urban
E01026962,Urban
E01026963,Urban
E01026965,Urban
E01026966,Urban
E01026967,Urban
E01026968,Urban
E01026969,Urban
E01026970,Urban
E01026971,Urban
E01026972,Urban
E01026973,Urban
E01026974,Urban
E01026975,Urban
E01026976,Urban
E01026977,Rural
E01026978,Urban
E01026979,Rural
E01026980,Rural
E01026981,Urban
E01026982,Urban
E01026983,Urban
E01026984,Urban
E01026985,Urban
E01026986,Urban
E01026987,Urban
E01026988,Urban
E01026989,Urban
E01026990,Urban
E01026991,Urban
E01026992,Urban
E01026993,Rural
E01026994,Rural
E01026997,Urban
E01026998,Rural
E01026999,Rural
E01027000,Rural
E01027001,Rural
E01027002,Rural
E01027003,Rural
E01027004,Rural
E01027005,Rural
E01027006,Rural
E01027007,Urban
E01027008,Urban
E01027009,Urban
E01027010,Urban
E01027011,Rural
E01027012,Urban
E01027013,Urban
E01027014,Urban
E01027015,Rural
E01027016,Rural
E01027017,Rural
E01027018,Rural
E01027019,Urban
E01027020,Urban
E01027021,Rural
E01027022,Rural
E01027023,Rural
E01027024,Rural
E01027025,Rural
E01027026,Rural
E01027027,Rural
E01027028,Rural
E01027029,Rural
E01027030,Rural
E01027031,Rural
E01027032,Rural
E01027033,Rural
E01027034,Urban
E01027035,Urban
E01027037,Urban
E01027038,Rural
E01027039,Rural
E01027040,Rural
E01027041,Rural
E01027042,Rural
E01027043,Rural
E01027044,Rural
E01027045,Rural
E01027046,Rural
E01027047,Rural
E01027048,Rural
E01027049,Rural
E01027050,Rural
E01027051,Rural
E01027052,Rural
E01027053,Rural
E01027054,Rural
E01027055,Rural
E01027056,Rural
E01027057,Rural
E01027058,Urban
E01027059,Urban
E01027060,Urban
E01027061,Urban
E01027062,Urban
E01027063,Urban
E01027064,Urban
E01027065,Urban
E01027066,Urban
E01027067,Urban
E01027068,Urban
E01027069,Urban
E01027070,Urban
E01027071,Urban
E01027072,Urban
E01027073,Urban
E01027074,Rural
E01027075,Rural
E01027076,Rural
E01027077,Rural
E01027078,Rural
E01027079,Urban
E01027080,Urban
E01027081,Urban
E01027082,Urban
E01027083,Urban
E01027084,Urban
E01027085,Urban
E01027086,Urban
E01027087,Urban
E01027088,Urban
E01027089,Urban
E01027090,Rural
E01027091,Urban
E01027092,Urban
E01027094,Urban
E01027095,Urban
E01027096,Urban
E01027097,Urban
E01027098,Urban
E01027099,Urban
E01027100,Urban
E01027101,Urban
E01027102,Urban
E01027103,Rural
E01027104,Urban
E01027105,Urban
E01027106,Urban
E01027107,Urban
E01027108,Urban
E01027109,Urban
E01027110,Urban
E01027111,Urban
E01027112,Urban
E01027113,Urban
E01027114,Urban
E01027115,Urban
E01027116,Urban
E01027117,Urban
E01027119,Rural
E01027120,Urban
E01027121,Urban
E01027122,Urban
E01027123,Rural
E01027124,Rural
E01027125,Rural
E01027126,Rural
E01027127,Urban
E01027128,Urban
E01027129,Rural
E01027130,Urban
E01027131,Urban
E01027132,Urban
E01027133,Urban
E01027134,Urban
E01027135,Urban
E01027136,Urban
E01027137,Urban
E01027138,Urban
E01027139,Urban
E01027140,Urban
E01027141,Urban
E01027142,Urban
E01027143,Urban
E01027144,Urban
E01027145,Urban
E01027146,Urban
E01027147,Urban
E01027148,Urban
E01027149,Urban
E01027151,Urban
E01027152,Urban
E01027153,Urban
E01027154,Urban
E01027155,Urban
E01027156,Urban
E01027158,Urban
E01027159,Urban
E01027160,Urban
E01027161,Urban
E01027162,Urban
E01027163,Urban
E01027164,Urban
E01027165,Urban
E01027166,Urban
E01027167,Urban
E01027168,Urban
E01027169,Urban
E01027170,Urban
E01027171,Urban
E01027172,Urban
E01027173,Urban
E01027174,Urban
E01027175,Urban
E01027176,Urban
E01027177,Urban
E01027178,Urban
E01027179,Urban
E01027180,Urban
E01027181,Urban
E01027182,Urban
E01027183,Urban
E01027184,Urban
E01027185,Urban
E01027186,Urban
E01027187,Urban
E01027188,Urban
E01027189,Urban
E01027190,Urban
E01027191,Urban
E01027192,Urban
E01027193,Urban
E01027194,Urban
E01027195,Urban
E01027196,Urban
E01027197,Urban
E01027198,Urban
E01027199,Urban
E01027200,Urban
E01027201,Urban
E01027202,Urban
E01027203,Urban
E01027204,Urban
E01027205,Urban
E01027206,Urban
E01027207,Urban
E01027208,Urban
E01027209,Urban
E01027210,Urban
E01027211,Urban
E01027212,Urban
E01027213,Urban
E01027214,Urban
E01027215,Urban
E01027216,Urban
E01027217,Urban
E01027218,Urban
E01027219,Urban
E01027220,Urban
E01027221,Urban
E01027222,Urban
E01027223,Urban
E01027224,Urban
E01027225,Urban
E01027226,Urban
E01027227,Urban
E01027228,Urban
E01027229,Urban
E01027230,Urban
E01027231,Urban
E01027232,Urban
E01027233,Urban
E01027234,Urban
E01027235,Urban
E01027236,Urban
E01027237,Urban
E01027238,Urban
E01027239,Urban
E01027240,Urban
E01027241,Urban
E01027242,Urban
E01027243,Urban
E01027244,Urban
E01027245,Urban
E01027246,Urban
E01027247,Urban
E01027248,Urban
E01027249,Urban
E01027250,Urban
E01027252,Urban
E01027253,Urban
E01027254,Urban
E01027255,Urban
E01027256,Urban
E01027257,Urban
E01027258,Urban
E01027259,Urban
E01027260,Urban
E01027261,Rural
E01027262,Rural
E01027263,Rural
E01027264,Urban
E01027265,Urban
E01027266,Urban
E01027267,Urban
E01027268,Urban
E01027269,Urban
E01027270,Urban
E01027271,Urban
E01027272,Urban
E01027273,Rural
E01027274,Rural
E01027275,Rural
E01027276,Rural
E01027277,Rural
E01027279,Rural
E01027280,Rural
E01027281,Rural
E01027282,Rural
E01027283,Rural
E01027284,Rural
E01027285,Rural
E01027286,Rural
E01027287,Rural
E01027288,Rural
E01027289,Rural
E01027290,Rural
E01027291,Rural
E01027292,Rural
E01027293,Rural
E01027294,Rural
E01027295,Rural
E01027296,Rural
E01027297,Rural
E01027298,Rural
E01027299,Rural
E01027300,Rural
E01027301,Rural
E01027302,Rural
E01027303,Rural
E01027304,Rural
E01027305,Rural
E01027306,Rural
E01027307,Rural
E01027308,Rural
E01027309,Urban
E01027310,Urban
E01027311,Urban
E01027312,Urban
E01027313,Urban
E01027314,Urban
E01027315,Urban
E01027316,Urban
E01027317,Urban
E01027318,Urban
E01027319,Urban
E01027320,Urban
E01027321,Urban
E01027322,Rural
E01027323,Rural
E01027324,Rural
E01027325,Rural
E01027326,Rural
E01027327,Rural
E01027328,Rural
E01027329,Urban
E01027330,Urban
E01027331,Urban
E01027332,Urban
E01027333,Urban
E01027334,Urban
E01027335,Rural
E01027336,Rural
E01027337,Rural
E01027338,Rural
E01027339,Urban
E01027340,Urban
E01027341,Urban
E01027342,Urban
E01027343,Urban
E01027344,Urban
E01027345,Urban
E01027346,Urban
E01027347,Urban
E01027348,Rural
E01027349,Urban
E01027350,Urban
E01027351,Urban
E01027352,Urban
E01027353,Rural
E01027354,Rural
E01027355,Rural
E01027356,Rural
E01027357,Rural
E01027358,Rural
E01027359,Rural
E01027361,Rural
E01027362,Rural
E01027363,Rural
E01027364,Rural
E01027365,Rural
E01027366,Rural
E01027367,Rural
E01027368,Rural
E01027369,Rural
E01027370,Rural
E01027371,Rural
E01027372,Rural
E01027373,Rural
E01027374,Rural
E01027375,Rural
E01027376,Urban
E01027377,Urban
E01027378,Urban
E01027379,Urban
E01027380,Rural
E01027381,Rural
E01027382,Rural
E01027383,Rural
E01027384,Rural
E01027385,Urban
E01027386,Urban
E01027387,Urban
E01027388,Urban
E01027389,Urban
E01027390,Rural
E01027391,Urban
E01027392,Urban
E01027393,Urban
E01027394,Urban
E01027395,Rural
E01027396,Urban
E01027397,Urban
E01027398,Urban
E01027399,Urban
E01027400,Urban
E01027401,Urban
E01027402,Urban
E01027403,Urban
E01027404,Urban
E01027405,Urban
E01027406,Urban
E01027407,Urban
E01027408,Urban
E01027409,Urban
E01027410,Urban
E01027411,Urban
E01027412,Urban
E01027413,Urban
E01027414,Urban
E01027415,Urban
E01027416,Urban
E01027417,Rural
E01027418,Rural
E01027419,Rural
E01027420,Rural
E01027421,Rural
E01027422,Urban
E01027423,Urban
E01027424,Urban
E01027425,Urban
E01027426,Urban
E01027427,Urban
E01027428,Urban
E01027429,Urban
E01027430,Urban
E01027431,Urban
E01027432,Rural
E01027433,Rural
E01027434,Rural
E01027435,Rural
E01027436,Rural
E01027437,Urban
E01027438,Urban
E01027439,Urban
E01027440,Urban
E01027441,Urban
E01027442,Urban
E01027443,Rural
E01027444,Rural
E01027445,Rural
E01027446,Rural
E01027447,Rural
E01027448,Rural
E01027449,Rural
E01027450,Rural
E01027451,Rural
E01027452,Urban
E01027453,Urban
E01027455,Urban
E01027456,Urban
E01027457,Urban
E01027458,Urban
E01027460,Urban
E01027461,Urban
E01027462,Rural
E01027463,Rural
E01027464,Urban
E01027465,Urban
E01027466,Urban
E01027468,Urban
E01027469,Urban
E01027471,Urban
E01027472,Rural
E01027473,Rural
E01027474,Rural
E01027475,Rural
E01027476,Rural
E01027477,Rural
E01027478,Rural
E01027479,Rural
E01027480,Rural
E01027481,Rural
E01027482,Rural
E01027483,Rural
E01027484,Rural
E01027485,Rural
E01027486,Rural
E01027487,Rural
E01027488,Rural
E01027489,Urban
E01027490,Urban
E01027491,Urban
E01027492,Urban
E01027493,Urban
E01027494,Urban
E01027495,Rural
E01027496,Urban
E01027497,Urban
E01027498,Urban
E01027499,Urban
E01027500,Urban
E01027501,Urban
E01027502,Urban
E01027503,Rural
E01027504,Rural
E01027505,Rural
E01027506,Rural
E01027507,Rural
E01027508,Rural
E01027509,Rural
E01027510,Rural
E01027511,Rural
E01027512,Rural
E01027513,Rural
E01027514,Urban
E01027515,Urban
E01027516,Urban
E01027517,Urban
E01027518,Urban
E01027519,Urban
E01027520,Urban
E01027521,Urban
E01027522,Urban
E01027523,Urban
E01027524,Urban
E01027525,Urban
E01027526,Urban
E01027527,Urban
E01027528,Urban
E01027529,Urban
E01027530,Rural
E01027531,Rural
E01027532,Urban
E01027533,Urban
E01027534,Rural
E01027535,Rural
E01027536,Urban
E01027537,Urban
E01027538,Urban
E01027539,Urban
E01027540,Urban
E01027541,Rural
E01027542,Rural
E01027543,Rural
E01027544,Rural
E01027545,Urban
E01027546,Urban
E01027549,Urban
E01027550,Urban
E01027551,Urban
E01027552,Rural
E01027553,Rural
E01027554,Rural
E01027555,Rural
E01027556,Rural
E01027557,Rural
E01027558,Rural
E01027559,Rural
E01027560,Rural
E01027561,Rural
E01027562,Rural
E01027563,Rural
E01027564,Urban
E01027565,Urban
E01027566,Urban
E01027567,Rural
E01027568,Rural
E01027569,Rural
E01027570,Rural
E01027571,Rural
E01027572,Rural
E01027573,Rural
E01027574,Urban
E01027575,Urban
E01027576,Urban
E01027577,Urban
E01027578,Urban
E01027579,Urban
E01027580,Urban
E01027581,Urban
E01027582,Urban
E01027583,Urban
E01027584,Urban
E01027585,Rural
E01027586,Rural
E01027587,Rural
E01027588,Rural
E01027589,Rural
E01027590,Rural
E01027591,Rural
E01027592,Rural
E01027593,Rural
E01027594,Rural
E01027595,Rural
E01027596,Rural
E01027597,Rural
E01027598,Rural
E01027599,Rural
E01027600,Rural
E01027601,Rural
E01027603,Rural
E01027604,Rural
E01027605,Urban
E01027606,Urban
E01027607,Urban
E01027608,Urban
E01027609,Urban
E01027610,Urban
E01027611,Urban
E01027612,Urban
E01027613,Rural
E01027614,Urban
E01027615,Urban
E01027616,Urban
E01027617,Rural
E01027618,Rural
E01027619,Rural
E01027620,Rural
E01027621,Rural
E01027622,Rural
E01027623,Rural
E01027624,Rural
E01027625,Rural
E01027626,Rural
E01027627,Rural
E01027628,Rural
E01027629,Rural
E01027630,Rural
E01027631,Rural
E01027632,Rural
E01027633,Rural
E01027634,Rural
E01027635,Rural
E01027636,Rural
E01027637,Rural
E01027638,Urban
E01027639,Urban
E01027640,Urban
E01027641,Urban
E01027642,Rural
E01027643,Rural
E01027644,Rural
E01027645,Rural
E01027646,Rural
E01027647,Rural
E01027648,Urban
E01027649,Urban
E01027650,Urban
E01027651,Urban
E01027652,Urban
E01027653,Urban
E01027654,Urban
E01027655,Urban
E01027656,Urban
E01027657,Urban
E01027658,Urban
E01027659,Urban
E01027660,Urban
E01027661,Urban
E01027662,Urban
E01027663,Urban
E01027664,Rural
E01027665,Rural
E01027666,Rural
E01027667,Rural
E01027668,Urban
E01027669,Urban
E01027670,Urban
E01027671,Urban
E01027672,Urban
E01027673,Urban
E01027674,Urban
E01027675,Urban
E01027676,Urban
E01027677,Urban
E01027678,Urban
E01027679,Urban
E01027680,Urban
E01027681,Rural
E01027682,Rural
E01027683,Rural
E01027684,Rural
E01027685,Rural
E01027686,Rural
E01027687,Rural
E01027688,Rural
E01027689,Urban
E01027690,Urban
E01027691,Urban
E01027692,Urban
E01027693,Rural
E01027694,Rural
E01027695,Rural
E01027696,Rural
E01027697,Urban
E01027698,Urban
E01027699,Rural
E01027700,Rural
E01027701,Rural
E01027702,Rural
E01027703,Rural
E01027704,Rural
E01027705,Urban
E01027706,Urban
E01027707,Urban
E01027708,Urban
E01027709,Urban
E01027710,Urban
E01027711,Urban
E01027712,Urban
E01027713,Urban
E01027714,Urban
E01027715,Urban
E01027716,Urban
E01027717,Urban
E01027718,Urban
E01027719,Urban
E01027720,Urban
E01027721,Urban
E01027722,Urban
E01027723,Urban
E01027724,Rural
E01027725,Rural
E01027726,Urban
E01027727,Urban
E01027728,Urban
E01027729,Urban
E01027730,Urban
E01027731,Urban
E01027732,Urban
E01027733,Urban
E01027734,Rural
E01027735,Rural
E01027736,Rural
E01027737,Rural
E01027738,Urban
E01027739,Urban
E01027740,Urban
E01027741,Urban
E01027742,Rural
E01027743,Rural
E01027744,Rural
E01027745,Rural
E01027746,Rural
E01027747,Rural
E01027748,Rural
E01027749,Rural
E01027750,Urban
E01027751,Rural
E01027752,Rural
E01027753,Rural
E01027754,Urban
E01027756,Rural
E01027758,Rural
E01027759,Rural
E01027760,Rural
E01027761,Rural
E01027762,Rural
E01027763,Rural
E01027764,Rural
E01027765,Rural
E01027766,Rural
E01027767,Rural
E01027768,Rural
E01027769,Rural
E01027770,Rural
E01027771,Urban
E01027772,Urban
E01027773,Rural
E01027774,Rural
E01027775,Rural
E01027776,Rural
E01027777,Rural
E01027778,Rural
E01027779,Rural
E01027780,Rural
E01027781,Rural
E01027782,Rural
E01027783,Rural
E01027784,Rural
E01027785,Urban
E01027786,Urban
E01027787,Urban
E01027788,Urban
E01027789,Urban
E01027790,Urban
E01027791,Urban
E01027792,Rural
E01027793,Rural
E01027794,Rural
E01027795,Rural
E01027796,Rural
E01027797,Rural
E01027798,Rural
E01027799,Rural
E01027800,Rural
E01027801,Rural
E01027802,Rural
E01027803,Rural
E01027804,Urban
E01027805,Urban
E01027806,Urban
E01027807,Urban
E01027808,Urban
E01027809,Urban
E01027810,Urban
E01027811,Urban
E01027812,Urban
E01027813,Rural
E01027814,Rural
E01027815,Rural
E01027816,Rural
E01027817,Urban
E01027818,Urban
E01027819,Urban
E01027820,Urban
E01027821,Rural
E01027822,Rural
E01027823,Rural
E01027824,Urban
E01027825,Urban
E01027826,Urban
E01027827,Rural
E01027828,Rural
E01027829,Rural
E01027830,Rural
E01027831,Rural
E01027832,Rural
E01027833,Rural
E01027834,Rural
E01027835,Rural
E01027836,Rural
E01027837,Urban
E01027838,Urban
E01027839,Urban
E01027840,Rural
E01027841,Rural
E01027842,Urban
E01027843,Urban
E01027844,Urban
E01027845,Urban
E01027846,Urban
E01027847,Urban
E01027848,Urban
E01027849,Urban
E01027850,Urban
E01027851,Urban
E01027852,Urban
E01027853,Urban
E01027854,Urban
E01027855,Urban
E01027856,Urban
E01027857,Rural
E01027858,Urban
E01027859,Rural
E01027860,Rural
E01027861,Urban
E01027862,Urban
E01027863,Urban
E01027864,Urban
E01027865,Urban
E01027866,Urban
E01027867,Urban
E01027868,Urban
E01027869,Urban
E01027870,Urban
E01027871,Urban
E01027872,Urban
E01027873,Urban
E01027874,Urban
E01027875,Rural
E01027876,Urban
E01027877,Urban
E01027878,Urban
E01027879,Urban
E01027880,Urban
E01027881,Urban
E01027882,Urban
E01027883,Rural
E01027884,Rural
E01027885,Rural
E01027886,Rural
E01027887,Rural
E01027888,Rural
E01027889,Rural
E01027890,Rural
E01027891,Rural
E01027892,Urban
E01027893,Rural
E01027894,Rural
E01027895,Rural
E01027896,Rural
E01027897,Rural
E01027898,Rural
E01027899,Rural
E01027900,Rural
E01027901,Rural
E01027902,Rural
E01027903,Rural
E01027904,Rural
E01027905,Urban
E01027906,Urban
E01027907,Urban
E01027908,Urban
E01027909,Urban
E01027910,Urban
E01027911,Urban
E01027912,Urban
E01027913,Urban
E01027914,Rural
E01027915,Rural
E01027916,Rural
E01027917,Rural
E01027918,Rural
E01027919,Rural
E01027920,Rural
E01027921,Rural
E01027922,Rural
E01027923,Rural
E01027924,Rural
E01027925,Urban
E01027926,Urban
E01027927,Urban
E01027928,Urban
E01027929,Urban
E01027930,Urban
E01027931,Urban
E01027932,Urban
E01027933,Urban
E01027934,Urban
E01027935,Urban
E01027936,Urban
E01027937,Urban
E01027938,Urban
E01027939,Urban
E01027940,Urban
E01027941,Urban
E01027942,Urban
E01027943,Urban
E01027944,Urban
E01027945,Urban
E01027946,Urban
E01027947,Urban
E01027948,Urban
E01027949,Urban
E01027950,Urban
E01027951,Urban
E01027952,Urban
E01027953,Urban
E01027954,Urban
E01027955,Urban
E01027956,Urban
E01027957,Urban
E01027958,Urban
E01027959,Urban
E01027960,Urban
E01027961,Urban
E01027962,Urban
E01027963,Urban
E01027964,Urban
E01027965,Urban
E01027966,Urban
E01027967,Urban
E01027968,Urban
E01027969,Urban
E01027970,Urban
E01027971,Urban
E01027972,Urban
E01027973,Urban
E01027974,Urban
E01027975,Urban
E01027976,Urban
E01027977,Urban
E01027978,Urban
E01027979,Urban
E01027980,Urban
E01027981,Urban
E01027982,Urban
E01027983,Urban
E01027984,Urban
E01027985,Urban
E01027986,Urban
E01027987,Urban
E01027988,Urban
E01027989,Urban
E01027990,Urban
E01027991,Urban
E01027992,Urban
E01027993,Urban
E01027994,Urban
E01027995,Urban
E01027996,Urban
E01027997,Urban
E01027998,Urban
E01027999,Rural
E01028000,Rural
E01028001,Rural
E01028002,Rural
E01028003,Rural
E01028004,Rural
E01028005,Rural
E01028006,Rural
E01028007,Rural
E01028008,Urban
E01028009,Urban
E01028010,Urban
E01028011,Urban
E01028012,Urban
E01028013,Urban
E01028014,Urban
E01028015,Urban
E01028016,Urban
E01028017,Urban
E01028018,Urban
E01028019,Urban
E01028020,Urban
E01028021,Urban
E01028022,Urban
E01028023,Rural
E01028024,Rural
E01028025,Rural
E01028026,Rural
E01028027,Rural
E01028028,Rural
E01028029,Rural
E01028030,Rural
E01028031,Rural
E01028032,Rural
E01028033,Rural
E01028034,Rural
E01028035,Rural
E01028036,Rural
E01028037,Rural
E01028038,Rural
E01028039,Rural
E01028040,Rural
E01028041,Rural
E01028042,Urban
E01028043,Urban
E01028044,Urban
E01028045,Urban
E01028046,Urban
E01028047,Urban
E01028048,Urban
E01028049,Urban
E01028050,Urban
E01028051,Urban
E01028052,Urban
E01028053,Urban
E01028054,Urban
E01028055,Urban
E01028056,Rural
E01028057,Urban
E01028058,Urban
E01028059,Urban
E01028060,Urban
E01028061,Urban
E01028062,Urban
E01028063,Urban
E01028064,Urban
E01028065,Urban
E01028066,Urban
E01028067,Urban
E01028068,Urban
E01028069,Urban
E01028070,Urban
E01028073,Urban
E01028074,Urban
E01028075,Urban
E01028076,Urban
E01028077,Urban
E01028078,Urban
E01028079,Urban
E01028080,Urban
E01028081,Urban
E01028082,Urban
E01028083,Urban
E01028084,Urban
E01028085,Urban
E01028086,Urban
E01028087,Urban
E01028088,Urban
E01028089,Urban
E01028090,Urban
E01028091,Urban
E01028092,Urban
E01028093,Urban
E01028094,Urban
E01028095,Urban
E01028096,Urban
E01028097,Urban
E01028098,Urban
E01028099,Urban
E01028100,Urban
E01028101,Urban
E01028102,Urban
E01028103,Urban
E01028104,Urban
E01028105,Urban
E01028106,Urban
E01028107,Urban
E01028108,Urban
E01028109,Urban
E01028110,Urban
E01028111,Urban
E01028112,Urban
E01028113,Urban
E01028114,Urban
E01028115,Urban
E01028116,Urban
E01028117,Urban
E01028118,Urban
E01028119,Urban
E01028120,Urban
E01028121,Urban
E01028122,Urban
E01028123,Urban
E01028124,Urban
E01028125,Urban
E01028126,Urban
E01028127,Urban
E01028128,Urban
E01028129,Urban
E01028130,Urban
E01028131,Urban
E01028132,Urban
E01028133,Urban
E01028134,Urban
E01028135,Urban
E01028136,Urban
E01028137,Urban
E01028138,Urban
E01028139,Urban
E01028142,Urban
E01028143,Urban
E01028144,Urban
E01028146,Urban
E01028147,Urban
E01028148,Rural
E01028149,Rural
E01028150,Rural
E01028151,Rural
E01028152,Rural
E01028153,Rural
E01028154,Rural
E01028155,Urban
E01028156,Urban
E01028157,Urban
E01028158,Urban
E01028159,Urban
E01028160,Urban
E01028161,Urban
E01028162,Urban
E01028163,Urban
E01028164,Urban
E01028165,Urban
E01028166,Urban
E01028167,Urban
E01028168,Urban
E01028169,Urban
E01028170,Urban
E01028171,Urban
E01028172,Urban
E01028173,Urban
E01028174,Urban
E01028175,Urban
E01028176,Urban
E01028177,Urban
E01028178,Rural
E01028179,Urban
E01028180,Urban
E01028181,Urban
E01028182,Urban
E01028183,Urban
E01028184,Urban
E01028185,Urban
E01028186,Urban
E01028187,Urban
E01028188,Urban
E01028189,Urban
E01028190,Urban
E01028191,Urban
E01028192,Urban
E01028193,Urban
E01028194,Urban
E01028195,Urban
